GEO_ID,Total Population,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Other Race,MORE THAN 1 RACE
7000000US37115MARS-H,4259,3685,178,10,24,1,111,750
7000000US37115REVERE,301,279,0,3,0,0,1,54
7000000US37115SPRING,786,730,3,0,4,0,10,117
7000000US37115WALNUT,1371,1294,0,8,10,0,11,144
7000000US3711700000J,1960,1350,508,5,3,0,32,186
7000000US3711700000W,913,681,182,1,0,0,24,75
7000000US371170000BG,1695,1426,213,1,0,0,23,96
7000000US371170000CR,1081,686,340,5,1,0,18,93
7000000US371170000GN,724,316,371,4,1,0,14,54
7000000US371170000GR,1045,838,174,1,2,0,12,54
7000000US371170000HM,872,335,491,5,1,1,13,78
7000000US371170000HS,257,90,157,2,0,0,1,21
7000000US371170000PP,365,229,109,3,0,0,20,12
7000000US371170000R1,1007,372,578,0,4,0,28,75
7000000US371170000R2,1350,471,781,3,3,0,55,111
7000000US371170000W1,3394,1524,1624,14,32,0,111,267
7000000US371170000W2,2952,1306,1491,10,27,0,31,261
7000000US37119000001,1687,1485,80,4,45,2,9,186
7000000US37119000002,3703,2656,628,2,137,3,73,612
7000000US37119000003,3622,680,1618,36,169,0,875,732
7000000US37119000004,3108,854,1215,13,156,4,498,1104
7000000US37119000005,2587,848,952,23,72,0,450,726
7000000US37119000006,3992,900,1817,27,330,0,685,699
7000000US37119000007,2340,1495,532,10,77,0,82,432
7000000US37119000008,2953,2563,189,13,60,0,42,258
7000000US37119000009,5902,4584,618,10,275,1,84,990
7000000US37119000010,2629,2333,58,0,91,0,22,375
7000000US37119000011,12783,8177,2567,24,931,6,329,2247
7000000US37119000012,3203,792,2086,18,83,8,85,393
7000000US37119000013,5547,2914,1775,14,357,2,117,1104
7000000US37119000014,3756,1991,1300,14,161,0,58,696
7000000US37119000015,4544,3764,309,20,113,1,89,744
7000000US37119000016,3139,102,2750,4,35,2,138,324
7000000US37119000017,2571,668,1554,3,67,0,139,420
7000000US37119000018,1595,1514,9,3,14,1,0,162
7000000US37119000019,1813,1618,37,8,35,1,13,303
7000000US37119000020,2427,2141,43,1,101,1,25,345
7000000US37119000021,2509,1978,244,6,76,0,78,381
7000000US37119000022,11174,8193,1688,12,474,2,182,1869
7000000US37119000023,2628,905,1346,15,58,1,116,561
7000000US37119000024,3412,1039,1975,10,45,4,189,450
7000000US37119000025,2340,109,2033,3,15,3,126,153
7000000US37119000026,4283,607,2763,23,140,0,509,723
7000000US37119000027,3599,505,2354,27,47,1,489,528
7000000US37119000028,2768,1004,1225,19,96,0,257,501
7000000US37119000029,3031,1527,668,21,58,1,546,630
7000000US37119000030,4261,3165,475,22,161,1,128,927
7000000US37119000031,2742,279,2159,19,31,3,144,321
7000000US37119000032,1875,1764,8,4,23,1,1,222
7000000US37119000033,3742,1421,902,31,139,6,964,837
7000000US37119000034,3801,2071,926,20,170,0,296,954
7000000US37119000035,1846,1443,175,7,81,1,43,288
7000000US37119000036,2795,2300,177,1,126,1,70,360
7000000US37119000037,2619,2201,90,9,88,1,63,501
7000000US37119000038,3269,1935,623,37,95,5,321,759
7000000US37119000039,3290,251,2406,42,121,1,331,414
7000000US37119000040,3500,477,2267,16,264,0,287,567
7000000US37119000041,3445,439,2295,42,231,7,267,492
7000000US37119000042,3356,180,2326,15,59,4,533,717
7000000US37119000043,4560,848,2271,30,212,4,791,1212
7000000US37119000044,1827,1433,187,4,38,3,66,288
7000000US37119000045,3093,1119,816,44,336,2,538,714
7000000US37119000046,3958,1935,1030,34,151,5,525,834
7000000US37119000047,3142,2536,304,5,109,4,59,375
7000000US37119000048,1847,1658,43,5,70,0,9,186
7000000US37119000049,3085,2548,185,4,114,0,83,453
7000000US37119000050,2785,1619,346,41,72,0,387,960
7000000US37119000051,3232,2446,354,35,106,2,132,471
7000000US37119000052,2886,293,2197,26,26,5,221,354
7000000US37119000053,4174,460,2715,30,206,0,562,603
7000000US37119000054,3457,635,2479,19,58,1,133,396
7000000US37119000055,1974,112,1617,5,27,1,138,222
7000000US37119000056,2100,156,1717,6,68,0,77,228
7000000US37119000057,2525,2054,230,9,90,1,37,312
7000000US37119000058,2752,1871,273,15,207,0,191,585
7000000US37119000059,1931,1177,75,40,62,0,307,810
7000000US37119000060,2302,224,1548,9,62,1,332,378
7000000US37119000061,3223,1521,886,32,203,8,389,552
7000000US37119000062,3646,618,1439,57,445,0,792,885
7000000US37119000063,3454,750,1115,33,318,0,905,999
7000000US37119000064,1490,763,363,14,137,0,98,345
7000000US37119000065,1480,1212,90,0,72,0,38,204
7000000US37119000066,1653,1357,104,3,65,0,30,282
7000000US37119000067,1618,1349,80,7,51,4,37,270
7000000US37119000068,2351,1165,740,9,95,0,146,588
7000000US37119000069,4284,3514,259,8,219,0,53,693
7000000US37119000070,2093,1916,30,2,47,0,16,246
7000000US37119000071,2298,1717,181,7,197,0,55,423
7000000US37119000072,1544,1325,80,6,57,1,19,168
7000000US37119000073,2028,1520,188,6,146,0,47,363
7000000US37119000074,3747,3144,230,5,158,0,42,504
7000000US37119000075,3565,3078,119,5,184,0,35,432
7000000US37119000076,3060,2610,147,11,68,2,62,480
7000000US37119000077,3958,477,1783,73,98,2,1099,1278
7000000US37119000079,3028,717,1247,25,337,2,470,690
7000000US37119000080,4648,1217,2220,35,342,1,526,921
7000000US37119000081,5631,1039,3142,57,375,0,675,1029
7000000US37119000082,6509,644,3135,90,158,9,1946,1581
7000000US37119000083,4521,1518,1615,70,307,0,583,1284
7000000US37119000084,3729,833,1541,62,242,0,737,942
7000000US37119000085,2858,1866,576,17,66,1,122,630
7000000US37119000086,1943,1778,32,0,65,0,1,201
7000000US37119000087,3537,2195,449,24,142,5,364,1074
7000000US37119000088,3396,2232,442,17,119,1,273,936
7000000US37119000089,7649,2632,3344,56,202,0,861,1662
7000000US37119000090,1762,1384,112,0,86,2,59,357
7000000US37119000091,4721,3656,272,13,476,0,86,654
7000000US37119000092,3357,2429,346,13,150,1,207,633
7000000US37119000093,1918,1519,82,7,78,3,90,417
7000000US37119000094,2619,927,803,44,220,2,381,726
7000000US37119000095,2722,603,1372,21,134,5,339,744
7000000US37119000096,2475,1780,350,10,69,1,109,468
7000000US37119000097,2143,690,920,27,40,1,263,606
7000000US37119000098,6069,934,1794,203,158,2,2074,2712
7000000US37119000099,3890,1094,1740,37,91,4,562,1086
7000000US37119000100,3233,2412,263,10,279,0,82,561
7000000US37119000101,3044,2175,408,7,99,0,180,525
7000000US37119000102,6185,2472,1968,59,372,5,797,1536
7000000US37119000103,3317,2809,116,4,143,1,33,633
7000000US37119000104,4221,629,2362,47,244,3,648,864
7000000US37119000105,7559,2855,3210,38,470,12,515,1377
7000000US37119000106,1739,1534,51,3,42,2,27,240
7000000US37119000108,4141,740,1605,47,397,3,839,1530
7000000US37119000109,3233,2732,200,3,102,0,52,432
7000000US37119000110,1462,1190,110,0,33,2,30,291
7000000US37119000111,3400,2807,244,10,110,0,64,495
7000000US37119000112,2317,1890,96,3,175,0,39,342
7000000US37119000113,3548,2837,195,4,279,0,52,543
7000000US37119000114,3030,2564,171,7,48,0,92,444
7000000US37119000115,2217,763,675,33,122,4,371,747
7000000US37119000116,2090,443,972,48,104,0,349,522
7000000US37119000117,2967,973,1312,24,78,4,302,822
7000000US37119000118,3581,2395,337,12,496,1,123,651
7000000US37119000119,1902,1585,146,6,84,0,13,204
7000000US37119000120,4993,1136,1617,57,202,0,1330,1953
7000000US37119000121,4001,3254,203,10,228,2,71,699
7000000US37119000122,6996,2879,2255,54,433,8,692,2025
7000000US37119000123,2922,700,1392,32,145,13,395,735
7000000US37119000124,3309,612,1749,38,166,2,490,756
7000000US37119000125,1798,538,594,12,143,5,378,384
7000000US37119000126,4811,984,2543,50,731,0,241,786
7000000US37119000127,4789,4240,122,9,118,0,67,699
7000000US37119000128,3291,1633,1126,5,162,1,120,732
7000000US37119000129,2172,924,569,28,90,3,340,654
7000000US37119000130,2791,780,867,23,548,2,375,588
7000000US37119000131,1817,1574,63,2,64,0,14,300
7000000US37119000132,3378,947,937,57,167,3,967,900
7000000US37119000133,5380,4300,414,7,226,1,104,984
7000000US37119000134,8400,6007,1074,27,269,0,507,1548
7000000US37119000135,11091,2056,6706,55,314,4,1116,2520
7000000US37119000136,2747,2357,108,15,91,1,59,348
7000000US37119000137,7087,4417,479,14,1606,11,143,1251
7000000US37119000138,5444,1415,2114,37,520,2,873,1449
7000000US37119000140,7084,4097,709,13,1509,5,229,1566
7000000US37119000141,10455,5291,2836,133,1461,21,448,795
7000000US37119000142,7376,5705,719,29,301,3,162,1371
7000000US37119000143,6089,4724,499,13,315,0,140,1194
7000000US37119000144,4008,2926,321,8,430,2,69,756
7000000US37119000145,10928,5645,3589,23,643,12,314,2106
7000000US37119000146,6320,1104,3392,33,1102,2,319,1104
7000000US37119000147,6753,1500,2246,96,1246,2,1146,1551
7000000US37119000148,13593,7043,1621,31,3442,9,416,3093
7000000US37119000149,6988,1593,3728,26,404,4,751,1446
7000000US37119000150,3960,1698,1694,14,113,0,178,789
7000000US37119000151,6031,2008,2798,36,395,2,379,1239
7000000US37119000200,3423,1794,538,27,158,0,638,804
7000000US37119000201,9286,3433,3695,91,239,10,1067,2253
7000000US37119000202,9925,7865,882,23,241,5,369,1620
7000000US37119000203,8124,2017,4112,37,246,0,971,2223
7000000US37119000205,4440,1597,1889,13,203,8,376,1062
7000000US37119000206,7696,6255,506,37,302,0,161,1305
7000000US37119000207,6155,4557,543,18,162,0,441,1302
7000000US37119000208,4998,4453,146,9,126,0,69,585
7000000US37119000209,5178,3709,778,21,108,0,229,999
7000000US37119000210,7115,971,4859,31,203,5,701,1035
7000000US37119000211,12947,3797,6767,45,506,6,885,2823
7000000US37119000212,16996,4298,7699,74,3218,9,680,3054
7000000US37119000213,6348,935,3908,39,233,3,936,882
7000000US37119000214,3870,1482,1873,37,155,10,123,570
7000000US37119000215,3831,2817,395,13,244,8,118,708
7000000US37119000216,5529,3493,929,30,329,1,317,1290
7000000US37119000217,3584,2362,579,19,123,4,180,951
7000000US37119000218,2949,2328,249,7,72,0,93,600
7000000US37119000219,3067,2094,462,26,153,2,169,483
7000000US37119000220,3282,2562,379,4,97,4,57,537
7000000US37119000221,4842,3895,385,20,152,0,107,849
7000000US37119000222,8215,1983,4638,44,368,6,661,1545
7000000US37119000224,3997,1722,1307,35,236,1,409,861
7000000US37119000225,2899,1985,373,16,146,0,161,654
7000000US37119000226,4576,3083,536,10,281,0,255,1233
7000000US37119000227,7973,5290,769,27,1067,2,216,1806
7000000US37119000228,6144,2134,2121,36,513,3,719,1854
7000000US37119000229,12660,6720,3372,43,825,19,736,2835
7000000US37119000230,12279,4155,4334,62,1541,1,1120,3198
7000000US37119000231,6395,3360,1257,44,520,3,633,1734
7000000US37119000232,5675,3879,471,13,762,5,111,1302
7000000US37119000233,4431,3891,136,1,194,0,42,501
7000000US37119000234,4553,2445,845,41,177,2,673,1110
7000000US37119000235,4444,2159,1208,20,189,0,466,1206
7000000US37119000236,5451,4133,616,49,180,0,186,861
7000000US37119000237,5625,1534,2908,44,248,4,461,1278
7000000US37119000239,4227,1407,1757,30,650,8,127,744
7000000US37119000240,7143,5885,444,25,170,2,182,1305
7000000US37119000241,8750,5844,1646,24,505,1,218,1536
7000000US37119000242,3011,2733,60,2,66,0,28,366
7000000US37119000243,11969,5359,3758,47,846,14,888,3171
7000000US371190078.1,3937,1480,1147,36,474,1,477,966
7000000US371190107.1,4261,975,2486,29,197,2,303,807
7000000US371190139.1,4068,2716,380,13,546,0,117,888
7000000US371190204.1,6170,1472,3613,33,296,3,366,1161
7000000US371190223.1,8075,3636,3261,35,214,3,394,1596
7000000US371190238.1,3091,1556,1091,9,145,3,91,588
7000000US37121000001,1395,1304,3,3,4,0,6,225
7000000US37121000002,319,316,0,0,2,0,0,3
7000000US37121000003,601,579,0,0,0,0,6,48
7000000US37121000004,6552,5995,29,15,31,0,212,810
7000000US37121000005,858,809,0,5,2,0,0,126
7000000US37121000006,598,576,0,2,2,0,0,54
7000000US37121000007,223,215,0,0,0,0,0,24
7000000US37121000008,307,300,2,0,0,0,2,9
7000000US37121000009,1393,1306,7,4,5,0,16,165
7000000US371230000T1,2279,1463,501,10,51,0,162,276
7000000US371230000T2,1876,1356,405,7,19,0,40,147
7000000US37123000BIS,2139,1099,424,20,19,0,467,330
7000000US37123000CAN,2042,1037,331,14,30,3,476,453
7000000US37123000CHE,732,617,68,1,0,0,32,42
7000000US37123000ELD,1729,1641,15,9,6,0,4,162
7000000US37123000LIT,606,548,10,4,0,0,12,96
7000000US37123000MTG,1688,775,818,13,27,3,10,126
7000000US37123000OPH,363,334,6,0,3,0,10,30
7000000US37123000PEE,1529,1336,115,1,29,1,18,87
7000000US37123000ROC,992,342,358,4,2,0,237,147
7000000US37123000STA,2011,1627,97,17,3,0,200,201
7000000US37123000UWH,1652,1531,28,3,28,1,10,153
7000000US37123000WAD,539,265,167,0,77,0,20,30
7000000US37125000BEN,2399,1699,393,21,7,2,189,264
7000000US37125000CAM,3044,2440,292,32,12,1,131,408
7000000US37125000CAR,5814,4518,744,55,34,3,121,1017
7000000US37125000DHR,1981,1672,107,10,6,0,89,291
7000000US37125000EAB,3280,2280,694,46,31,0,57,516
7000000US37125000EWD,1727,1366,214,15,10,0,36,258
7000000US37125000LTR,3515,2844,288,35,40,3,108,591
7000000US37125000NSP,2919,2502,186,12,32,1,54,396
7000000US37125000PBF,2853,1803,597,55,40,8,180,510
7000000US37125000PDN,3732,3154,233,15,55,8,52,645
7000000US37125000PHC,4248,3712,220,21,81,3,47,492
7000000US37125000RBN,1904,1179,135,18,7,0,410,465
7000000US37125000SLS,3875,3487,148,12,32,0,57,417
7000000US37125000SSP,4440,2573,1480,23,71,1,62,690
7000000US37125000TLT,535,181,321,0,7,0,11,45
7000000US37125000VSS,2568,2027,226,26,18,1,126,432
7000000US37125000WAB,4736,3155,916,97,112,1,140,945
7000000US37125000WEM,2229,1985,115,7,9,0,42,213
7000000US37125000WND,2688,2149,299,25,31,3,61,360
7000000US3712500EKWD,1681,1443,98,9,30,0,19,246
7000000US3712500PHA1,3564,3034,184,19,92,2,46,561
7000000US3712500PHA2,2060,1896,33,13,28,0,17,219
7000000US3712500PHB1,3188,2793,148,9,62,0,33,429
7000000US3712500PHB2,2359,2160,47,12,41,0,7,276
7000000US3712500WKWD,2466,2177,90,15,41,2,34,321
7000000US37125EUR-WP,4407,3925,99,17,66,2,64,702
7000000US3712700P01A,3556,2271,704,29,11,6,327,624
7000000US3712700P02A,2841,1687,641,9,7,2,365,390
7000000US3712700P03A,2228,1556,357,12,0,0,178,375
7000000US3712700P04A,2314,1322,387,21,0,0,433,453
7000000US3712700P05A,3303,2761,251,29,2,2,149,327
7000000US3712700P06A,3298,1723,1277,25,4,0,124,435
7000000US3712700P07A,945,683,181,6,4,0,34,111
7000000US3712700P08A,7913,4345,3066,76,29,7,173,651
7000000US3712700P09A,1648,1055,493,9,0,1,47,129
7000000US3712700P10A,2138,779,1166,54,2,0,64,219
7000000US3712700P11A,3059,2530,385,26,9,0,25,252
7000000US3712700P12A,1050,473,511,8,2,0,29,81
7000000US3712700P13A,880,287,535,4,3,0,15,108
7000000US3712700P14A,1604,1032,469,12,15,0,29,141
7000000US3712700P15A,4669,3018,1299,35,34,1,83,597
7000000US3712700P16A,2579,989,1187,24,46,3,201,387
7000000US3712700P17A,4967,1918,2535,51,150,1,156,468
7000000US3712700P18A,3357,1197,1891,22,106,0,57,252
7000000US3712700P19A,6197,3428,2179,20,130,10,247,549
7000000US3712700P20A,3040,1561,1263,24,39,6,40,321
7000000US3712700P21A,3248,1055,1917,13,61,0,80,366
7000000US3712700P22A,2358,349,1880,14,14,0,30,213
7000000US3712700P23A,3807,708,2896,27,21,0,46,327
7000000US3712700P24A,3575,2414,949,12,21,1,94,252
7000000US371290000WB,2129,2023,12,0,11,1,13,207
7000000US37129000H01,1986,1370,298,14,35,0,143,378
7000000US37129000H02,4180,3882,48,8,38,0,57,441
7000000US37129000H03,5943,4917,122,14,58,2,364,1398
7000000US37129000H04,4644,4104,182,11,64,15,97,513
7000000US37129000H05,4017,3611,78,13,40,0,98,531
7000000US37129000H06,3602,2787,343,19,87,5,161,600
7000000US37129000H08,6204,5746,105,5,70,1,53,672
7000000US37129000H10,4799,3428,754,30,137,3,174,819
7000000US37129000H11,7606,5996,695,29,184,5,301,1188
7000000US37129000H12,3674,3312,70,10,62,2,32,558
7000000US37129000H13,4547,4149,138,7,59,0,35,477
7000000US37129000M02,6126,5404,170,10,162,0,97,849
7000000US37129000M03,5886,4599,352,44,81,2,371,1311
7000000US37129000M04,7405,6106,575,40,179,0,125,1140
7000000US37129000M06,3023,2737,78,6,62,0,17,369
7000000US37129000M07,2299,2069,38,4,50,0,17,363
7000000US37129000W03,2557,1438,854,21,16,9,79,420
7000000US37129000W08,2205,1174,880,9,10,3,18,333
7000000US37129000W12,1708,1453,124,3,24,0,26,234
7000000US37129000W13,2883,1806,574,27,47,3,211,645
7000000US37129000W15,6859,3110,2705,41,104,2,400,1491
7000000US37129000W16,3434,2952,160,7,83,8,51,519
7000000US37129000W17,2360,1882,256,5,76,1,16,372
7000000US37129000W18,1939,1649,67,4,30,3,50,408
7000000US37129000W21,5271,4411,405,16,78,4,103,762
7000000US37129000W24,7230,5274,1143,3,275,11,260,792
7000000US37129000W25,4143,2436,1378,28,32,2,62,615
7000000US37129000W26,3313,2321,576,16,21,7,161,633
7000000US37129000W27,3354,2289,738,22,23,1,86,585
7000000US37129000W28,5243,3860,518,34,104,4,297,1278
7000000US37129000W29,3467,900,2267,10,12,2,67,627
7000000US37129000W30,6058,4364,858,47,67,0,339,1149
7000000US37129000W31,4432,3844,263,12,71,11,82,447
7000000US3712900CF01,4851,3175,1086,40,36,2,267,735
7000000US3712900CF02,3535,2619,450,52,22,1,188,609
7000000US3712900CF05,3890,2996,448,16,49,0,127,762
7000000US3712900CF06,3573,2551,620,28,30,3,159,546
7000000US3712900FP03,1946,1841,4,6,10,2,0,249
7000000US3712900FP04,5866,5139,251,33,68,8,84,849
7000000US3712900FP06,4726,4021,251,14,94,1,67,834
7000000US3712900FP07,5672,4921,244,30,65,3,99,930
7000000US3712900FP08,5528,5136,49,16,45,1,23,774
7000000US3713100GAPL,1930,330,1550,0,3,0,15,96
7000000US3713100JARE,941,416,479,8,3,0,20,45
7000000US3713100WOPO,913,420,458,7,4,0,8,48
7000000US37131COMIPE,1444,803,574,2,5,2,12,138
7000000US37131CREEKS,647,385,240,0,0,0,4,54
7000000US37131GALATI,600,307,259,4,1,0,14,45
7000000US37131GASTON,2809,921,1755,15,0,0,38,240
7000000US37131LAKE-G,1477,1017,406,3,1,1,6,129
7000000US37131LASKER,192,150,32,0,1,0,3,18
7000000US37131NEWTOW,581,339,232,0,0,1,3,18
7000000US37131RICH-S,1380,352,988,4,3,0,2,93
7000000US37131SEABOA,1029,322,662,5,2,0,14,72
7000000US37131SEVERN,429,268,149,0,0,0,7,15
7000000US3713300BC21,6599,5425,326,39,123,21,174,1473
7000000US3713300BM08,9509,5305,2299,90,372,37,519,2661
7000000US3713300CL10,3991,3209,256,33,42,9,110,996
7000000US3713300CR07,6885,4999,947,52,96,22,242,1581
7000000US3713300EN03,15955,8709,3847,120,706,63,883,4881
7000000US3713300FS16,5333,4764,135,38,40,5,46,915
7000000US3713300GB12,5818,4161,828,44,98,18,213,1368
7000000US3713300HM05,5893,3565,1235,38,168,37,249,1803
7000000US3713300HN14,3350,2530,399,42,43,4,112,660
7000000US3713300HR17,3713,3061,162,25,63,8,69,975
7000000US3713300HU20,4430,3496,327,43,67,18,111,1104
7000000US3713300JA01,33170,21363,2969,247,1141,303,3707,10320
7000000US3713300ML23,1342,1032,221,4,6,0,20,177
7000000US3713300MT24,2219,1831,143,15,20,7,41,486
7000000US3713300NM13,1374,1104,107,7,12,5,27,336
7000000US3713300NR02,2488,832,1271,20,26,6,132,603
7000000US3713300RL09,7135,5274,921,37,85,17,271,1590
7000000US3713300SF18,6740,5806,205,25,118,8,122,1368
7000000US3713300SW19,5857,5090,184,30,105,5,87,1068
7000000US3713300TL06,4519,3211,652,43,92,7,117,1191
7000000US3713300VR15,2734,2124,220,20,55,5,98,636
7000000US3713300WN04,5508,3958,661,31,174,12,145,1581
7000000US371330NE22A,5755,3223,1335,58,182,31,297,1887
7000000US371330NE22B,7150,4482,1347,54,204,18,349,2088
7000000US3713500000H,1460,1031,291,10,22,0,33,219
7000000US371350000CA,1205,840,227,14,11,0,46,201
7000000US371350000CB,1612,1302,65,10,49,0,52,402
7000000US371350000CF,5074,2946,522,13,1152,0,134,921
7000000US371350000CG,1613,1235,245,6,14,1,44,204
7000000US371350000CH,1656,1191,79,7,236,2,15,378
7000000US371350000CO,2864,1882,250,7,407,0,92,678
7000000US371350000CP,2652,2151,272,3,70,0,39,351
7000000US371350000CW,2910,2471,212,5,16,0,54,456
7000000US371350000CX,6221,4096,1272,34,151,5,284,1137
7000000US371350000DA,2917,2358,97,10,231,0,39,546
7000000US371350000DM,2740,1814,313,16,216,5,146,690
7000000US371350000EF,2213,1633,267,15,42,0,115,423
7000000US371350000EH,2195,1610,170,4,272,1,29,327
7000000US371350000ES,2177,1156,356,9,332,0,138,558
7000000US371350000GB,5556,3862,702,32,129,3,418,1230
7000000US371350000GL,2543,1924,155,7,285,0,36,408
7000000US371350000HE,1988,1499,167,15,45,1,130,393
7000000US371350000HF,2811,1873,232,10,353,0,102,723
7000000US371350000KM,1982,1653,93,1,84,0,31,360
7000000US371350000LC,2929,1846,429,7,195,1,202,747
7000000US371350000NC,2237,1850,25,4,154,1,48,465
7000000US371350000NS,3465,2423,527,7,256,0,51,603
7000000US371350000OG,3616,2986,217,27,50,1,150,555
7000000US371350000OW,3363,1805,522,38,322,3,303,1110
7000000US371350000PA,3156,2463,118,16,182,1,212,492
7000000US371350000RE,3538,1805,381,15,996,2,126,639
7000000US371350000RF,1964,1296,146,4,386,0,26,318
7000000US371350000SJ,2846,1916,414,30,119,0,198,507
7000000US371350000SM,2524,2128,172,22,23,2,49,384
7000000US371350000TH,2169,1427,286,16,180,0,114,438
7000000US371350000TO,1457,1037,300,4,12,0,41,189
7000000US371350000WC,2084,1404,253,17,32,2,216,480
7000000US371350000WD,3372,2050,291,28,469,1,249,852
7000000US371350000WH,2387,1273,690,27,26,0,238,399
7000000US371350000WW,3459,2403,365,32,344,0,105,630
7000000US37135000CS1,1742,1475,56,13,37,0,50,333
7000000US37135000EA1,3047,2285,131,7,366,0,61,591
7000000US37135000ENO,3188,2032,166,32,49,0,675,702
7000000US37135000UNC,12156,7704,1358,69,1950,9,346,2160
7000000US37135000WDS,439,432,2,1,4,0,0,0
7000000US371370001GB,1115,932,81,6,5,0,30,183
7000000US371370001RB,1598,1324,162,6,7,3,26,210
7000000US371370002OT,1883,1650,137,8,11,0,17,180
7000000US371370002SW,485,308,123,2,5,1,15,93
7000000US371370003BY,1897,1047,741,6,5,2,47,147
7000000US371370004HB,220,205,8,0,1,0,0,18
7000000US371370005AP,2235,1835,235,19,15,1,37,279
7000000US3713701AL-A,611,479,112,0,5,1,6,24
7000000US3713704MSIC,167,101,56,0,0,0,1,27
7000000US3713704VM-A,267,111,139,0,3,0,1,39
7000000US371390000MH,4679,2915,1368,22,66,9,91,624
7000000US37139000NEW,2090,1284,702,16,6,0,13,207
7000000US37139000NIX,3937,3044,648,17,46,5,34,429
7000000US37139000PRO,6614,4415,1594,37,102,8,151,921
7000000US37139000SAL,1288,1069,168,3,10,0,10,84
7000000US3713900EAST,3383,1964,1141,8,46,5,61,474
7000000US3713900WEST,3337,977,2133,14,23,2,60,384
7000000US371390NORTH,3021,1386,1260,28,49,1,120,531
7000000US371390SOUTH,3615,913,2322,20,47,0,149,492
7000000US3714100CF11,3987,3135,313,32,6,3,315,549
7000000US3714100CL05,1525,643,721,15,2,0,108,108
7000000US3714100CS04,1144,773,276,7,2,1,49,108
7000000US3714100CT03,210,103,85,5,0,0,9,24
7000000US3714100GR06,1808,1097,517,15,3,2,104,210
7000000US3714100LC09,1659,1189,316,17,10,0,67,180
7000000US3714100LT18,4617,4080,146,17,34,2,61,831
7000000US3714100LU16,1346,1047,157,7,3,0,77,165
7000000US3714100MH07,283,240,25,1,2,0,0,45
7000000US3714100MT19,3498,3046,184,18,29,5,48,504
7000000US3714100NB01,2877,1773,829,30,8,0,130,321
7000000US3714100PL10,454,400,29,7,0,0,10,24
7000000US3714100RP20,2471,1393,475,34,12,1,375,543
7000000US3714100SB02,3595,2407,812,17,15,0,148,588
7000000US3714100SC13,4068,3609,168,14,38,0,43,588
7000000US3714100SH12,2014,1873,35,5,10,0,23,204
7000000US3714100SP15,4300,3747,209,17,21,9,61,708
7000000US3714100UH08,748,246,470,1,0,0,11,60
7000000US3714100UT14,4803,4360,76,12,55,3,43,762
7000000US3714100UU17,1201,695,384,1,0,0,60,183
7000000US37143BELVID,746,588,133,1,2,0,1,63
7000000US37143BETHEL,3001,2519,324,17,9,0,9,369
7000000US37143EAST-H,1047,553,451,1,1,0,8,99
7000000US37143NEW-HO,2468,1905,403,6,10,5,21,354
7000000US37143NICANO,284,225,45,2,0,0,3,27
7000000US37143PARKVI,2011,1315,593,5,10,1,22,195
7000000US37143WEST-H,1035,717,244,5,2,0,25,126
7000000US3714500ALVI,2402,1539,729,7,1,0,64,186
7000000US3714500CUCL,2013,1492,431,10,2,0,21,171
7000000US3714500FLRI,5798,4593,774,19,27,2,133,750
7000000US3714500HLWY,1261,913,225,57,0,2,11,159
7000000US3714500MTTZ,2687,2166,327,10,13,0,68,309
7000000US3714500OLHI,1778,1453,228,10,8,0,24,165
7000000US3714500PNTH,5193,2785,1903,48,21,4,193,717
7000000US3714500RCTL,4483,2454,1635,32,16,0,194,456
7000000US3714500ROX4,2095,1185,770,9,2,0,44,255
7000000US3714500SWST,2068,1581,318,6,5,0,48,330
7000000US3714500WDSD,1185,687,403,11,1,0,36,141
7000000US37147000101,4349,2234,1735,17,26,1,131,615
7000000US37147000301,5321,1634,2457,42,7,11,875,885
7000000US37147000401,1728,683,912,4,2,3,63,183
7000000US37147000501,1534,1023,375,5,2,1,93,105
7000000US37147000601,5287,4255,551,26,38,0,210,621
7000000US37147000701,2154,1426,508,3,87,0,56,222
7000000US37147000901,976,615,290,7,3,1,37,69
7000000US37147001001,3461,2141,983,7,7,3,143,531
7000000US37147001101,1416,863,416,4,9,0,68,168
7000000US37147001201,4919,2391,1712,27,26,3,505,765
7000000US37147001301,1260,1035,108,7,11,3,29,201
7000000US37147001501,1651,244,1196,5,0,1,149,168
7000000US37147001503,3547,1187,1987,20,139,0,63,453
7000000US37147001506,2168,989,951,12,29,6,79,306
7000000US37147001507,5889,3644,1683,28,109,2,193,690
7000000US37147001509,4714,2881,1223,36,109,2,172,873
7000000US3714700200A,3094,2053,764,16,7,2,134,354
7000000US3714700200B,2632,1222,1198,10,5,6,82,327
7000000US3714700800A,2522,1362,953,13,12,0,105,231
7000000US3714700800B,2113,1120,872,14,5,0,43,177
7000000US3714701102A,3297,2461,597,11,47,0,55,378
7000000US3714701102B,4117,2987,683,24,37,1,172,639
7000000US3714701403B,4976,3112,1393,8,148,3,104,624
7000000US3714701504A,3628,911,2342,8,77,3,94,579
7000000US3714701504B,5672,2187,2855,19,194,1,164,756
7000000US3714701505A,3704,1138,2214,10,69,0,117,468
7000000US3714701505B,3126,285,2660,9,14,1,58,297
7000000US3714701507B,1852,1456,235,5,33,0,67,168
7000000US3714701508A,1562,1202,179,6,22,1,54,294
7000000US3714701508B,2357,1738,384,9,51,4,51,360
7000000US3714701510A,2458,1852,298,5,55,0,117,393
